"","date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"4355","05/13/2018","Corvallis, Ore.",NA,"3","top","0-2","Stanford","Oregon St.","Matthiessen walked (3-2 BBSBSB) Stowers,K advanced to second Hoerner,N advanced to third."
"4356","05/13/2018","Corvallis, Ore.",NA,"3","top","1-2","Stanford","Oregon St.","Robinson, C. walked, RBI (3-1 SBBBB) Matthiessen advanced to second Stowers,K advanced to third Hoerner,N scored."
"4357","05/13/2018","Corvallis, Ore.",NA,"3","top","1-2","Stanford","Oregon St.","Molfetta,C struck out swinging (2-2 SKBBS)."
"4358","05/13/2018","Corvallis, Ore.",NA,"3","bot","1-2","Oregon St.","Stanford","Grenier struck out swinging (0-2 KKS)."
"4359","05/13/2018","Corvallis, Ore.",NA,"3","bot","1-2","Oregon St.","Stanford","Madrigal doubled down the lf line, ground-rule (0-2 KK)."
"4360","05/13/2018","Corvallis, Ore.",NA,"3","bot","1-2","Oregon St.","Stanford","Larnach walked (3-0 BBBB)."
"4361","05/13/2018","Corvallis, Ore.",NA,"3","bot","1-4","Oregon St.","Stanford","Rutschman doubled to left field, 2 RBI (0-2 KK) Larnach scored Madrigal scored."
"4362","05/13/2018","Corvallis, Ore.",NA,"3","bot","1-4","Oregon St.","Stanford","Gretler grounded out to ss (1-0 B)."
"4363","05/13/2018","Corvallis, Ore.",NA,"3","bot","1-4","Oregon St.","Stanford","Nobach grounded out to 3b (1-1 FB)."
"4364","05/13/2018","Corvallis, Ore.",NA,"4","top","1-4","Stanford","Oregon St.","Wilson, A. grounded out to 2b (3-1 BBKB)."
"4365","05/13/2018","Corvallis, Ore.",NA,"4","top","1-4","Stanford","Oregon St.","Branton,B singled to right center (1-2 FBKF)."
"4366","05/13/2018","Corvallis, Ore.",NA,"4","top","1-4","Stanford","Oregon St.","Tawa, T. struck out swinging (3-2 FBBFBS)."
"4367","05/13/2018","Corvallis, Ore.",NA,"4","top","1-4","Stanford","Oregon St.","Hoerner,N fouled out to 2b (0-0)."
"4368","05/13/2018","Corvallis, Ore.",NA,"4","bot","1-4","Oregon St.","Stanford","Jones doubled to left field (0-1 K)."
"4369","05/13/2018","Corvallis, Ore.",NA,"4","bot","1-4","Oregon St.","Stanford","Taylor reached on a fielders choice, SAC, bunt (0-1 K) Jones advanced to third."
"4370","05/13/2018","Corvallis, Ore.",NA,"4","bot","1-4","Oregon St.","Stanford","Palisch, J. to p for Beck, B.."
"4371","05/13/2018","Corvallis, Ore.",NA,"4","bot","1-5","Oregon St.","Stanford","Kwan singled to pitcher, bunt, RBI (0-0) Taylor advanced to second Jones scored."
"4372","05/13/2018","Corvallis, Ore.",NA,"4","bot","1-5","Oregon St.","Stanford","Grenier grounded out to 3b, SAC, bunt (0-0) Kwan advanced to second Taylor advanced to third."
"4373","05/13/2018","Corvallis, Ore.",NA,"4","bot","1-5","Oregon St.","Stanford","Madrigal intentionally walked (3-0 BBBB)."
"4374","05/13/2018","Corvallis, Ore.",NA,"4","bot","1-5","Oregon St.","Stanford","Larnach fouled out to 3b (0-1 S)."
"4375","05/13/2018","Corvallis, Ore.",NA,"4","bot","1-6","Oregon St.","Stanford","Rutschman walked, RBI (3-0 BBBB) Madrigal advanced to second Kwan advanced to third Taylor scored."
"4376","05/13/2018","Corvallis, Ore.",NA,"4","bot","1-6","Oregon St.","Stanford","Gretler flied out to cf (3-2 BBKBK)."
"4377","05/13/2018","Corvallis, Ore.",NA,"5","top","1-6","Stanford","Oregon St.","Daschbach singled through the right side (1-1 SB)."
"4378","05/13/2018","Corvallis, Ore.",NA,"5","top","1-6","Stanford","Oregon St.","Stowers,K walked (3-1 BBBKB) Daschbach advanced to second."
"4379","05/13/2018","Corvallis, Ore.",NA,"5","top","1-6","Stanford","Oregon St.","Pearce to p for Abel."
"4380","05/13/2018","Corvallis, Ore.",NA,"5","top","1-6","Stanford","Oregon St.","Matthiessen struck out swinging (2-2 BBKKS)."
"4381","05/13/2018","Corvallis, Ore.",NA,"5","top","2-6","Stanford","Oregon St.","Robinson, C. singled up the middle, RBI (1-1 FB) Stowers,K advanced to second, out at second cf to ss Daschbach scored."
"4382","05/13/2018","Corvallis, Ore.",NA,"5","top","2-6","Stanford","Oregon St.","Molfetta,C flied out to rf (2-0 BB)."
"4383","05/13/2018","Corvallis, Ore.",NA,"5","bot","2-6","Oregon St.","Stanford","Nobach grounded out to 3b (0-1 K)."
"4384","05/13/2018","Corvallis, Ore.",NA,"5","bot","2-6","Oregon St.","Stanford","Jones walked (3-0 BBBB)."
"4385","05/13/2018","Corvallis, Ore.",NA,"5","bot","2-6","Oregon St.","Stanford","Taylor struck out swinging (1-2 SBFS)."
"4386","05/13/2018","Corvallis, Ore.",NA,"5","bot","2-6","Oregon St.","Stanford","Jones out at second p to 1b to ss, picked off, caught stealing."
"4387","05/13/2018","Corvallis, Ore.",NA,"6","top","2-6","Stanford","Oregon St.","Wilson, A. fouled out to 3b (1-1 KB)."
"4388","05/13/2018","Corvallis, Ore.",NA,"6","top","2-6","Stanford","Oregon St.","Branton,B singled up the middle (2-2 KBBS)."
"4389","05/13/2018","Corvallis, Ore.",NA,"6","top","2-6","Stanford","Oregon St.","Tawa, T. doubled to left field (3-2 BFBBF) Branton,B advanced to third."
"4390","05/13/2018","Corvallis, Ore.",NA,"6","top","4-6","Stanford","Oregon St.","Hoerner,N singled to right field, 2 RBI (1-2 KFFB) Tawa, T. scored Branton,B scored."
"4391","05/13/2018","Corvallis, Ore.",NA,"6","top","4-6","Stanford","Oregon St.","Chamberlain to p for Pearce."
"4392","05/13/2018","Corvallis, Ore.",NA,"6","top","4-6","Stanford","Oregon St.","Daschbach flied out to rf (1-0 B)."
"4393","05/13/2018","Corvallis, Ore.",NA,"6","top","4-6","Stanford","Oregon St.","Stowers,K singled through the left side (0-0) Hoerner,N advanced to third."
"4394","05/13/2018","Corvallis, Ore.",NA,"6","top","4-6","Stanford","Oregon St.","Stowers,K stole second."
"4395","05/13/2018","Corvallis, Ore.",NA,"6","top","4-6","Stanford","Oregon St.","Matthiessen struck out swinging (2-2 SBKBFFS)."
"4396","05/13/2018","Corvallis, Ore.",NA,"6","bot","4-6","Oregon St.","Stanford","Matthiessen to p."
"4397","05/13/2018","Corvallis, Ore.",NA,"6","bot","4-6","Oregon St.","Stanford","for Palisch, J.."
"4398","05/13/2018","Corvallis, Ore.",NA,"6","bot","4-6","Oregon St.","Stanford","Kwan flied out to cf (2-1 KBB)."
"4399","05/13/2018","Corvallis, Ore.",NA,"6","bot","4-6","Oregon St.","Stanford","Grenier flied out to cf (3-1 BBBK)."
"4400","05/13/2018","Corvallis, Ore.",NA,"6","bot","4-6","Oregon St.","Stanford","Madrigal grounded out to ss (1-0 B)."
"4401","05/13/2018","Corvallis, Ore.",NA,"7","top","4-6","Stanford","Oregon St.","Robinson, C. struck out looking (2-2 BSKBK)."
"4402","05/13/2018","Corvallis, Ore.",NA,"7","top","4-6","Stanford","Oregon St.","Molfetta,C struck out swinging (2-2 SBFBS)."
"4403","05/13/2018","Corvallis, Ore.",NA,"7","top","4-6","Stanford","Oregon St.","Wilson, A. singled through the left side (1-0 B)."
"4404","05/13/2018","Corvallis, Ore.",NA,"7","top","4-6","Stanford","Oregon St.","Wilson, A. out at second p to 1b to ss, picked off, caught stealing."
"4405","05/13/2018","Corvallis, Ore.",NA,"7","bot","4-6","Oregon St.","Stanford","Larnach out at first 1b to p (1-2 KSB)."
"4406","05/13/2018","Corvallis, Ore.",NA,"7","bot","4-6","Oregon St.","Stanford","Rutschman singled through the right side (3-1 BBBK)."
"4407","05/13/2018","Corvallis, Ore.",NA,"7","bot","4-6","Oregon St.","Stanford","Gretler flied out to lf (1-2 KBK)."
"4408","05/13/2018","Corvallis, Ore.",NA,"7","bot","4-6","Oregon St.","Stanford","Malone pinch hit for Nobach."
"4409","05/13/2018","Corvallis, Ore.",NA,"7","bot","4-6","Oregon St.","Stanford","Matthiessen to dh."
"4410","05/13/2018","Corvallis, Ore.",NA,"7","bot","4-6","Oregon St.","Stanford","Little, J. to p."
"4411","05/13/2018","Corvallis, Ore.",NA,"7","bot","4-6","Oregon St.","Stanford","Malone lined out to 1b (2-0 BB)."
"4412","05/13/2018","Corvallis, Ore.",NA,"8","top","4-6","Stanford","Oregon St.","Branton,B singled to left center (0-0)."
"4413","05/13/2018","Corvallis, Ore.",NA,"8","top","4-6","Stanford","Oregon St.","Tawa, T. walked (3-0 BBBB) Branton,B advanced to second."
"4414","05/13/2018","Corvallis, Ore.",NA,"8","top","4-6","Stanford","Oregon St.","Mulholland to p for Chamberlain."
"4415","05/13/2018","Corvallis, Ore.",NA,"8","top","5-6","Stanford","Oregon St.","Hoerner,N singled up the middle, RBI (3-2 BBKFB) Tawa, T. advanced to second Branton,B scored."
"4416","05/13/2018","Corvallis, Ore.",NA,"8","top","5-6","Stanford","Oregon St.","Daschbach grounded into double play ss to 2b to 1b (2-0 BB) Hoerner,N out on the play Tawa, T. advanced to third."
"4417","05/13/2018","Corvallis, Ore.",NA,"8","top","5-6","Stanford","Oregon St.","Stowers,K grounded out to 2b (1-2 FFFBF)."
"4418","05/13/2018","Corvallis, Ore.",NA,"8","bot","5-6","Oregon St.","Stanford","Jones flied out to cf (1-0 B)."
"4419","05/13/2018","Corvallis, Ore.",NA,"8","bot","5-6","Oregon St.","Stanford","Taylor grounded out to 3b (0-0)."
"4420","05/13/2018","Corvallis, Ore.",NA,"8","bot","5-6","Oregon St.","Stanford","Kwan singled to right field (0-2 KK)."
"4421","05/13/2018","Corvallis, Ore.",NA,"8","bot","5-6","Oregon St.","Stanford","Grenier singled to center field (1-2 BSFF) Kwan advanced to second."
"4422","05/13/2018","Corvallis, Ore.",NA,"8","bot","5-6","Oregon St.","Stanford","Grenier advanced to second on a wild pitch Kwan advanced to third on a wild pitch."
"4423","05/13/2018","Corvallis, Ore.",NA,"8","bot","5-6","Oregon St.","Stanford","Madrigal intentionally walked (3-0 BBBB)."
"4424","05/13/2018","Corvallis, Ore.",NA,"8","bot","5-6","Oregon St.","Stanford","Larnach grounded out to 2b (0-1 K)."
"4425","05/13/2018","Corvallis, Ore.",NA,"9","top","5-6","Stanford","Oregon St.","Anderson to lf for Jones."
"4426","05/13/2018","Corvallis, Ore.",NA,"9","top","5-6","Stanford","Oregon St.","Matthiessen lined out to cf (1-2 BKK)."
"4427","05/13/2018","Corvallis, Ore.",NA,"9","top","5-6","Stanford","Oregon St.","Oar, N. pinch hit for Robinson, C.."
"4428","05/13/2018","Corvallis, Ore.",NA,"9","top","6-6","Stanford","Oregon St.","Oar, N. homered to left center, RBI (2-1 KBB)."
"4429","05/13/2018","Corvallis, Ore.",NA,"9","top","6-6","Stanford","Oregon St.","Molfetta,C struck out looking (1-2 BKKK)."
"4430","05/13/2018","Corvallis, Ore.",NA,"9","top","6-6","Stanford","Oregon St.","Wilson, A. flied out to rf (2-2 KBSB)."
"4431","05/13/2018","Corvallis, Ore.",NA,"9","bot","6-6","Oregon St.","Stanford","Stowers,K to rf."
"4432","05/13/2018","Corvallis, Ore.",NA,"9","bot","6-6","Oregon St.","Stanford","Oar, N. to lf."
"4433","05/13/2018","Corvallis, Ore.",NA,"9","bot","6-6","Oregon St.","Stanford","Wilson, A. to cf."
"4434","05/13/2018","Corvallis, Ore.",NA,"9","bot","6-6","Oregon St.","Stanford","Rutschman singled up the middle (2-1 BFB)."
"4435","05/13/2018","Corvallis, Ore.",NA,"9","bot","6-6","Oregon St.","Stanford","Gretler grounded out to p, SAC, bunt (1-0 B) Rutschman advanced to second."
"4436","05/13/2018","Corvallis, Ore.",NA,"9","bot","6-6","Oregon St.","Stanford","Malone to dh."
"4437","05/13/2018","Corvallis, Ore.",NA,"9","bot","6-6","Oregon St.","Stanford","Malone intentionally walked (3-0 BBBB)."
"4438","05/13/2018","Corvallis, Ore.",NA,"9","bot","6-6","Oregon St.","Stanford","Anderson struck out swinging, hit into double play c to 3b (3-2 BKBBKS) Rutschman out on the play, caught stealing."
"4439","05/13/2018","Corvallis, Ore.",NA,"10","top","6-6","Stanford","Oregon St.","Branton,B singled to right field (2-1 BBK)."
"4440","05/13/2018","Corvallis, Ore.",NA,"10","top","6-6","Stanford","Oregon St.","Tawa, T. grounded out to p, SAC, bunt (0-0) Branton,B advanced to second."
"4441","05/13/2018","Corvallis, Ore.",NA,"10","top","6-6","Stanford","Oregon St.","Hoerner,N intentionally walked (3-0 BBBB)."
"4442","05/13/2018","Corvallis, Ore.",NA,"10","top","6-6","Stanford","Oregon St.","Daschbach singled to pitcher (1-1 SB) Hoerner,N advanced to second Branton,B advanced to third."
"4443","05/13/2018","Corvallis, Ore.",NA,"10","top","6-6","Stanford","Oregon St.","Stowers,K infield fly to 3b (0-0)."
"4444","05/13/2018","Corvallis, Ore.",NA,"10","top","9-6","Stanford","Oregon St.","Matthiessen doubled down the lf line, 3 RBI (2-2 BFBS) Daschbach scored Hoerner,N scored Branton,B scored."
"4445","05/13/2018","Corvallis, Ore.",NA,"10","top","9-6","Stanford","Oregon St.","Oar, N. intentionally walked (3-0 BBBB)."
"4446","05/13/2018","Corvallis, Ore.",NA,"10","top","9-6","Stanford","Oregon St.","Molfetta,C flied out to rf (1-1 SB)."
"4447","05/13/2018","Corvallis, Ore.",NA,"10","bot","9-6","Oregon St.","Stanford","Taylor flied out to rf (1-2 BKK)."
"4448","05/13/2018","Corvallis, Ore.",NA,"10","bot","9-6","Oregon St.","Stanford","Kwan struck out looking (3-2 BKBFBFFK)."
"4449","05/13/2018","Corvallis, Ore.",NA,"10","bot","9-6","Oregon St.","Stanford","Grenier lined out to 1b (0-2 KFF)."
"4450","05/15/2018","Stanford, Calif.",NA,"1","top","0-0","BYU","Stanford","ANDERSON flied out to rf (0-1 K)."
"4451","05/15/2018","Stanford, Calif.",NA,"1","top","0-0","BYU","Stanford","SCHNEEMANN grounded out to 2b (1-1 KB)."
"4452","05/15/2018","Stanford, Calif.",NA,"1","top","0-0","BYU","Stanford","HALE hit by pitch (1-0 B)."
"4453","05/15/2018","Stanford, Calif.",NA,"1","top","0-0","BYU","Stanford","FAVERO flied out to cf (1-2 KBS)."
"4454","05/15/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","BYU","Branton,B grounded out to p (0-1 K)."
"4455","05/15/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","BYU","Tawa, T. singled to left field (1-1 BS)."
"4456","05/15/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","BYU","Hoerner,N singled through the right side (3-2 BFKBB) Tawa, T. advanced to second."
"4457","05/15/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","BYU","Daschbach grounded out to 3b (0-0) Hoerner,N advanced to second Tawa, T. advanced to third."
"4458","05/15/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","BYU","Stowers,K popped up to ss (1-1 FB)."
"4459","05/15/2018","Stanford, Calif.",NA,"2","top","0-0","BYU","Stanford","KRINGLEN flied out to cf (0-1 K)."
"4460","05/15/2018","Stanford, Calif.",NA,"2","top","0-0","BYU","Stanford","CLAWSON grounded out to 2b (1-2 FBFF)."
"4461","05/15/2018","Stanford, Calif.",NA,"2","top","0-0","BYU","Stanford","McINTYRE grounded out to 2b (3-1 FBBB)."
"4462","05/15/2018","Stanford, Calif.",NA,"2","bot","0-0","Stanford","BYU","Matthiessen grounded out to 2b (2-1 BBF)."
"4463","05/15/2018","Stanford, Calif.",NA,"2","bot","0-0","Stanford","BYU","Robinson, C. singled to center field (1-1 KB)."
"4464","05/15/2018","Stanford, Calif.",NA,"2","bot","0-0","Stanford","BYU","Robinson, C. out at second c to 2b, caught stealing."
"4465","05/15/2018","Stanford, Calif.",NA,"2","bot","0-0","Stanford","BYU","Molfetta,C flied out to rf (1-1 SB)."
"4466","05/15/2018","Stanford, Calif.",NA,"3","top","0-0","BYU","Stanford","JACOBSEN, C flied out to lf (1-0 B)."
"4467","05/15/2018","Stanford, Calif.",NA,"3","top","0-0","BYU","Stanford","KELTON popped up to ss (0-1 K)."
"4468","05/15/2018","Stanford, Calif.",NA,"3","top","0-0","BYU","Stanford","ANDERSON singled to center field (0-1 S)."
"4469","05/15/2018","Stanford, Calif.",NA,"3","top","0-0","BYU","Stanford","SCHNEEMANN flied out to lf (1-1 FB)."
"4470","05/15/2018","Stanford, Calif.",NA,"3","bot","0-0","Stanford","BYU","Wilson, A. struck out swinging (2-2 SFBBS)."
"4471","05/15/2018","Stanford, Calif.",NA,"3","bot","0-0","Stanford","BYU","Branton,B reached on an error by 3b, advanced to second (3-1 BBFB)."
"4472","05/15/2018","Stanford, Calif.",NA,"3","bot","0-0","Stanford","BYU","Tawa, T. grounded out to ss (2-0 BB) Branton,B advanced to third."
"4473","05/15/2018","Stanford, Calif.",NA,"3","bot","0-1","Stanford","BYU","Hoerner,N singled to left field, RBI (2-1 BBK) Branton,B scored, unearned."
"4474","05/15/2018","Stanford, Calif.",NA,"3","bot","0-1","Stanford","BYU","Daschbach singled through the right side (0-0) Hoerner,N advanced to second."
"4475","05/15/2018","Stanford, Calif.",NA,"3","bot","0-2","Stanford","BYU","Stowers,K singled to center field, RBI (2-1 FBB) Daschbach advanced to third Hoerner,N scored, unearned."
"4476","05/15/2018","Stanford, Calif.",NA,"3","bot","0-3","Stanford","BYU","Stowers,K out at first c to 2b to 1b, caught stealing Daschbach scored, unearned."
"4477","05/15/2018","Stanford, Calif.",NA,"4","top","0-3","BYU","Stanford","Weiermiller to p for Grech, Z.."
"4478","05/15/2018","Stanford, Calif.",NA,"4","top","0-3","BYU","Stanford","HALE flied out to rf (3-1 BBKB)."
"4479","05/15/2018","Stanford, Calif.",NA,"4","top","0-3","BYU","Stanford","FAVERO struck out looking (3-2 SBBSBFK)."
"4480","05/15/2018","Stanford, Calif.",NA,"4","top","0-3","BYU","Stanford","KRINGLEN flied out to rf (2-2 BBFF)."
"4481","05/15/2018","Stanford, Calif.",NA,"4","bot","0-3","Stanford","BYU","INOUYE to p for BURRUP."
"4482","05/15/2018","Stanford, Calif.",NA,"4","bot","0-3","Stanford","BYU","LARSON to 3b for JACOBSEN, C."
"4483","05/15/2018","Stanford, Calif.",NA,"4","bot","0-3","Stanford","BYU","Matthiessen singled through the left side (1-0 B)."
"4484","05/15/2018","Stanford, Calif.",NA,"4","bot","0-3","Stanford","BYU","Robinson, C. hit into double play ss to 1b (1-2 KSBF) Matthiessen out on the play."
"4485","05/15/2018","Stanford, Calif.",NA,"4","bot","0-3","Stanford","BYU","Molfetta,C singled to center field (2-2 BFBKFF)."
"4486","05/15/2018","Stanford, Calif.",NA,"4","bot","0-3","Stanford","BYU","Wilson, A. fouled out to 3b (1-0 B)."
"4487","05/15/2018","Stanford, Calif.",NA,"5","top","0-3","BYU","Stanford","CLAWSON grounded out to 1b unassisted (3-2 SFBFFBBFF)."
"4488","05/15/2018","Stanford, Calif.",NA,"5","top","0-3","BYU","Stanford","McINTYRE flied out to cf (1-1 BK)."
"4489","05/15/2018","Stanford, Calif.",NA,"5","top","0-3","BYU","Stanford","LARSON flied out to rf."
"4490","05/15/2018","Stanford, Calif.",NA,"5","bot","0-3","Stanford","BYU","Branton,B lined out to 2b (1-1 KB)."
"4491","05/15/2018","Stanford, Calif.",NA,"5","bot","0-3","Stanford","BYU","Tawa, T. popped up to ss (1-1 KB)."
"4492","05/15/2018","Stanford, Calif.",NA,"5","bot","0-3","Stanford","BYU","Hoerner,N grounded out to ss."
"4493","05/15/2018","Stanford, Calif.",NA,"6","top","0-3","BYU","Stanford","Matthiessen to p."
"4494","05/15/2018","Stanford, Calif.",NA,"6","top","0-3","BYU","Stanford","for Weiermiller."
"4495","05/15/2018","Stanford, Calif.",NA,"6","top","0-3","BYU","Stanford","KELTON flied out to rf (0-2 SF)."
"4496","05/15/2018","Stanford, Calif.",NA,"6","top","0-3","BYU","Stanford","ANDERSON fouled out to 1b (1-2 BFSF)."
"4497","05/15/2018","Stanford, Calif.",NA,"6","top","0-3","BYU","Stanford","SCHNEEMANN lined out to 1b (1-1 BS)."
"4498","05/15/2018","Stanford, Calif.",NA,"6","bot","0-3","Stanford","BYU","Daschbach flied out to lf (2-1 BFB)."
"4499","05/15/2018","Stanford, Calif.",NA,"6","bot","0-3","Stanford","BYU","Stowers,K singled to right field (1-1 SB)."
"4500","05/15/2018","Stanford, Calif.",NA,"6","bot","0-3","Stanford","BYU","Matthiessen struck out looking (0-2 KFK)."
"4501","05/15/2018","Stanford, Calif.",NA,"6","bot","0-3","Stanford","BYU","Robinson, C. struck out looking (1-2 SFBK)."
"4502","05/15/2018","Stanford, Calif.",NA,"7","top","0-3","BYU","Stanford","HALE struck out swinging, reached first on a passed ball (2-2 FBBKS)."
"4503","05/15/2018","Stanford, Calif.",NA,"7","top","0-3","BYU","Stanford","FAVERO popped up to ss (2-0 BB)."
"4504","05/15/2018","Stanford, Calif.",NA,"7","top","0-3","BYU","Stanford","KRINGLEN singled to right field (1-1 BF) HALE advanced to second."
"4505","05/15/2018","Stanford, Calif.",NA,"7","top","0-3","BYU","Stanford","CLAWSON walked (3-2 BKFBBB) KRINGLEN advanced to second HALE advanced to third."
"4506","05/15/2018","Stanford, Calif.",NA,"7","top","0-3","BYU","Stanford","Matthiessen to dh."
"4507","05/15/2018","Stanford, Calif.",NA,"7","top","0-3","BYU","Stanford","Palisch, J. to p."
"4508","05/15/2018","Stanford, Calif.",NA,"7","top","1-3","BYU","Stanford","McINTYRE grounded out to ss, RBI (1-2 SSB) CLAWSON advanced to second KRINGLEN advanced to third HALE scored, unearned."
"4509","05/15/2018","Stanford, Calif.",NA,"7","top","1-3","BYU","Stanford","HILL pinch hit for LARSON."
"4510","05/15/2018","Stanford, Calif.",NA,"7","top","1-3","BYU","Stanford","HILL struck out swinging (1-2 FSBS)."
"4511","05/15/2018","Stanford, Calif.",NA,"7","bot","1-3","Stanford","BYU","HILL to 3b."
"4512","05/15/2018","Stanford, Calif.",NA,"7","bot","1-3","Stanford","BYU","PARKINSON to p for INOUYE."
"4513","05/15/2018","Stanford, Calif.",NA,"7","bot","1-3","Stanford","BYU","Molfetta,C flied out to rf (0-1 K)."
"4514","05/15/2018","Stanford, Calif.",NA,"7","bot","1-3","Stanford","BYU","Wilson, A. grounded out to ss (0-0)."
"4515","05/15/2018","Stanford, Calif.",NA,"7","bot","1-3","Stanford","BYU","Branton,B flied out to lf (1-0 B)."
"4516","05/15/2018","Stanford, Calif.",NA,"8","top","1-3","BYU","Stanford","KELTON struck out swinging (1-2 KBSFS)."
"4517","05/15/2018","Stanford, Calif.",NA,"8","top","1-3","BYU","Stanford","ANDERSON flied out to cf."
"4518","05/15/2018","Stanford, Calif.",NA,"8","top","1-3","BYU","Stanford","SCHNEEMANN singled to pitcher, bunt (0-0)."
"4519","05/15/2018","Stanford, Calif.",NA,"8","top","1-3","BYU","Stanford","SCHNEEMANN advanced to second on a wild pitch."
"4520","05/15/2018","Stanford, Calif.",NA,"8","top","1-3","BYU","Stanford","HALE grounded out to 2b (1-2 KSB)."
"4521","05/15/2018","Stanford, Calif.",NA,"8","bot","1-3","Stanford","BYU","ZIMMERMAN to p for PARKINSON."
"4522","05/15/2018","Stanford, Calif.",NA,"8","bot","1-3","Stanford","BYU","Tawa, T. struck out swinging (2-2 BSSBS)."
"4523","05/15/2018","Stanford, Calif.",NA,"8","bot","1-3","Stanford","BYU","Hoerner,N lined out to ss (0-1 F)."
"4524","05/15/2018","Stanford, Calif.",NA,"8","bot","1-3","Stanford","BYU","Daschbach reached on a throwing error by 3b (2-2 BSFBF)."
"4525","05/15/2018","Stanford, Calif.",NA,"8","bot","1-5","Stanford","BYU","Stowers,K homered to right center, 2 RBI, unearned (1-1 BF) Daschbach scored, unearned."
"4526","05/15/2018","Stanford, Calif.",NA,"8","bot","1-5","Stanford","BYU","Wulff, B. pinch hit for Matthiessen."
"4527","05/15/2018","Stanford, Calif.",NA,"8","bot","1-5","Stanford","BYU","Wulff, B. fouled out to 1b (0-0)."
"4528","05/15/2018","Stanford, Calif.",NA,"9","top","1-5","BYU","Stanford","FAVERO grounded out to 1b unassisted (0-0)."
"4529","05/15/2018","Stanford, Calif.",NA,"9","top","1-5","BYU","Stanford","KRINGLEN grounded out to 3b (0-2 KS)."
"4530","05/15/2018","Stanford, Calif.",NA,"9","top","1-5","BYU","Stanford","CLAWSON singled to right field (0-0)."
"4531","05/15/2018","Stanford, Calif.",NA,"9","top","1-5","BYU","Stanford","McINTYRE reached on a fielders choice (2-2 SBBKF) CLAWSON out at second ss to 2b."
"4532","05/18/2018","Stanford, Calif.",NA,"1","top","0-0","Washington St.","Stanford","Plew, D walked (3-2 BKBFBB)."
"4533","05/18/2018","Stanford, Calif.",NA,"1","top","0-0","Washington St.","Stanford","Alvarez, A grounded out to p, SAC, bunt (0-0) Plew, D advanced to second."
"4534","05/18/2018","Stanford, Calif.",NA,"1","top","0-0","Washington St.","Stanford","Harrer, J popped up to 1b (0-0)."
"4535","05/18/2018","Stanford, Calif.",NA,"1","top","0-0","Washington St.","Stanford","Clanton, B flied out to rf (2-2 BBFKF)."
"4536","05/18/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Washington St.","Branton,B hit by pitch (1-2 KKBF)."
"4537","05/18/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Washington St.","Tawa, T. grounded out to 3b (1-1 SB) Branton,B advanced to second."
"4538","05/18/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Washington St.","Hoerner,N struck out looking (3-2 BBKBFK)."
"4539","05/18/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Washington St.","Daschbach lined out to 2b (2-2 FKFFBFB)."
"4540","05/18/2018","Stanford, Calif.",NA,"2","top","0-0","Washington St.","Stanford","Teel, R singled up the middle (0-1 K)."
"4541","05/18/2018","Stanford, Calif.",NA,"2","top","0-0","Washington St.","Stanford","Hancock, JJ reached on a fielders choice (0-0) Teel, R out at second 3b to 2b."
"4542","05/18/2018","Stanford, Calif.",NA,"2","top","0-0","Washington St.","Stanford","Hancock, JJ stole second."
"4543","05/18/2018","Stanford, Calif.",NA,"2","top","0-0","Washington St.","Stanford","Rudkin, J grounded out to 3b (3-2 BBSSB)."
"4544","05/18/2018","Stanford, Calif.",NA,"2","top","0-0","Washington St.","Stanford","Sinatro, D struck out swinging (3-2 BKBBSS)."
"4545","05/18/2018","Stanford, Calif.",NA,"2","bot","0-0","Stanford","Washington St.","Stowers,K struck out looking (1-2 BKFK)."
"4546","05/18/2018","Stanford, Calif.",NA,"2","bot","0-0","Stanford","Washington St.","Matthiessen struck out swinging (2-2 KBSFBS)."
"4547","05/18/2018","Stanford, Calif.",NA,"2","bot","0-0","Stanford","Washington St.","Robinson, C. lined out to cf (1-1 BS)."
"4548","05/18/2018","Stanford, Calif.",NA,"3","top","0-0","Washington St.","Stanford","De La Cruz,M walked (3-2 BFBBSFB)."
"4549","05/18/2018","Stanford, Calif.",NA,"3","top","0-0","Washington St.","Stanford","Plew, D flied out to lf (2-2 KFBBFFF)."
"4550","05/18/2018","Stanford, Calif.",NA,"3","top","0-0","Washington St.","Stanford","Alvarez, A struck out swinging (0-2 SFFS)."
"4551","05/18/2018","Stanford, Calif.",NA,"3","top","0-0","Washington St.","Stanford","De La Cruz,M stole second."
"4552","05/18/2018","Stanford, Calif.",NA,"3","top","0-0","Washington St.","Stanford","Harrer, J flied out to cf (3-2 BBFSB)."
"4553","05/18/2018","Stanford, Calif.",NA,"3","bot","0-0","Stanford","Washington St.","Molfetta,C popped up to 2b (3-2 KKBBFFB)."
"4554","05/18/2018","Stanford, Calif.",NA,"3","bot","0-0","Stanford","Washington St.","Wilson, A. lined out to cf (2-1 BBK)."
