"","date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"2415","04/06/2018","Los Angeles, Calif.",NA,"7","bot","2-3","UCLA","Stanford","Amaral out at first p to 1b, picked off."
"2416","04/06/2018","Los Angeles, Calif.",NA,"8","top","2-3","Stanford","UCLA","Daschbach struck out swinging (1-2 FFBS)."
"2417","04/06/2018","Los Angeles, Calif.",NA,"8","top","2-3","Stanford","UCLA","Stowers,K walked (3-1 BBBKB)."
"2418","04/06/2018","Los Angeles, Calif.",NA,"8","top","2-3","Stanford","UCLA","Garcia to p for Bird."
"2419","04/06/2018","Los Angeles, Calif.",NA,"8","top","2-3","Stanford","UCLA","Brueser, N. struck out swinging (1-2 KBSS)."
"2420","04/06/2018","Los Angeles, Calif.",NA,"8","top","2-3","Stanford","UCLA","Molfetta,C flied out to rf (2-2 SKBB)."
"2421","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-3","UCLA","Stanford","Strumpf singled to center field (3-1 KBBB)."
"2422","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-3","UCLA","Stanford","Toglia reached on a fielding error by 3b (2-2 KBBFF) Strumpf advanced to second."
"2423","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-3","UCLA","Stanford","Ydens popped up to p, bunt (0-0)."
"2424","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-3","UCLA","Stanford","Pries pinch hit for Stronach."
"2425","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-4","UCLA","Stanford","Pries singled to center field, RBI (1-0 B) Toglia advanced to third Strumpf scored."
"2426","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-4","UCLA","Stanford","Mitchell walked (3-2 BFFBBB) Pries advanced to second."
"2427","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-8","UCLA","Stanford","Kreidler homered to center field, 4 RBI (1-0 B) Mitchell scored Pries scored Toglia scored, unearned."
"2428","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-8","UCLA","Stanford","Rudd, C. to p for Palisch, J.."
"2429","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-8","UCLA","Stanford","Rosica grounded out to 2b (1-2 BKSF)."
"2430","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-8","UCLA","Stanford","Amaral walked (3-2 KKBBBB)."
"2431","04/06/2018","Los Angeles, Calif.",NA,"8","bot","2-8","UCLA","Stanford","Amaral out at second c to ss, caught stealing."
"2432","04/06/2018","Los Angeles, Calif.",NA,"9","top","2-8","Stanford","UCLA","Robinson, C. pinch hit for Kuet,J."
"2433","04/06/2018","Los Angeles, Calif.",NA,"9","top","2-8","Stanford","UCLA","Robinson, C. struck out swinging (1-2 KSFFBS)."
"2434","04/06/2018","Los Angeles, Calif.",NA,"9","top","2-8","Stanford","UCLA","Branton,B singled to right field (1-2 BFF)."
"2435","04/06/2018","Los Angeles, Calif.",NA,"9","top","2-8","Stanford","UCLA","Branton,B advanced to second."
"2436","04/06/2018","Los Angeles, Calif.",NA,"9","top","2-8","Stanford","UCLA","Branton,B advanced to third on a wild pitch."
"2437","04/06/2018","Los Angeles, Calif.",NA,"9","top","3-8","Stanford","UCLA","Tawa, T. doubled down the 3b line, RBI (1-2 BSF) Branton,B scored."
"2438","04/06/2018","Los Angeles, Calif.",NA,"9","top","3-8","Stanford","UCLA","Handley, M. singled through the right side (0-1 F) Tawa, T. advanced to third."
"2439","04/06/2018","Los Angeles, Calif.",NA,"9","top","3-8","Stanford","UCLA","Powell to p for Garcia."
"2440","04/06/2018","Los Angeles, Calif.",NA,"9","top","4-8","Stanford","UCLA","Hoerner,N lined out to rf, SF, RBI (0-0) Tawa, T. scored."
"2441","04/06/2018","Los Angeles, Calif.",NA,"9","top","4-8","Stanford","UCLA","Daschbach grounded out to 2b (0-0)."
"2442","04/07/2018","Los Angeles, Calif.",NA,"1","top","0-0","Stanford","UCLA","Tawa, T. grounded out to p (2-2 FKBBF)."
"2443","04/07/2018","Los Angeles, Calif.",NA,"1","top","0-0","Stanford","UCLA","Handley, M. reached on a fielding error by ss, advanced to second (1-2 KFBF)."
"2444","04/07/2018","Los Angeles, Calif.",NA,"1","top","0-0","Stanford","UCLA","Hoerner,N struck out swinging (1-2 KFBS)."
"2445","04/07/2018","Los Angeles, Calif.",NA,"1","top","0-0","Stanford","UCLA","Daschbach walked (3-2 SBBSBB)."
"2446","04/07/2018","Los Angeles, Calif.",NA,"1","top","3-0","Stanford","UCLA","Stowers,K homered to right field, 3 RBI, unearned (0-2 SF) Daschbach scored, unearned Handley, M. scored, unearned."
"2447","04/07/2018","Los Angeles, Calif.",NA,"1","top","3-0","Stanford","UCLA","Molfetta,C singled to center field (1-2 FSB)."
"2448","04/07/2018","Los Angeles, Calif.",NA,"1","top","3-0","Stanford","UCLA","Brueser, N. popped up to ss (1-1 KB)."
"2449","04/07/2018","Los Angeles, Calif.",NA,"1","bot","3-0","UCLA","Stanford","Ydens singled up the middle (2-2 BKSBFF)."
"2450","04/07/2018","Los Angeles, Calif.",NA,"1","bot","3-0","UCLA","Stanford","Kendall struck out swinging (2-2 BKFBS)."
"2451","04/07/2018","Los Angeles, Calif.",NA,"1","bot","3-0","UCLA","Stanford","Strumpf struck out looking (1-2 KFBK)."
"2452","04/07/2018","Los Angeles, Calif.",NA,"1","bot","3-0","UCLA","Stanford","Ydens out at second c to 1b to ss to p to 2b, caught stealing."
"2453","04/07/2018","Los Angeles, Calif.",NA,"2","top","3-0","Stanford","UCLA","Kuet,J flied out to cf (2-1 KBB)."
"2454","04/07/2018","Los Angeles, Calif.",NA,"2","top","3-0","Stanford","UCLA","Branton,B struck out looking (0-2 KFFK)."
"2455","04/07/2018","Los Angeles, Calif.",NA,"2","top","4-0","Stanford","UCLA","Tawa, T. homered to left field, RBI (2-2 KFBFB)."
"2456","04/07/2018","Los Angeles, Calif.",NA,"2","top","4-0","Stanford","UCLA","Handley, M. struck out looking (1-2 BFKK)."
"2457","04/07/2018","Los Angeles, Calif.",NA,"2","bot","4-0","UCLA","Stanford","Stronach lined out to cf (0-0)."
"2458","04/07/2018","Los Angeles, Calif.",NA,"2","bot","4-1","UCLA","Stanford","Toglia homered to left center, RBI (1-1 SB)."
"2459","04/07/2018","Los Angeles, Calif.",NA,"2","bot","4-1","UCLA","Stanford","Pries singled to center field (3-2 BSSBBF)."
"2460","04/07/2018","Los Angeles, Calif.",NA,"2","bot","4-1","UCLA","Stanford","Pries out at second c to 1b to ss, caught stealing."
"2461","04/07/2018","Los Angeles, Calif.",NA,"2","bot","4-1","UCLA","Stanford","Mitchell grounded out to ss (1-1 KB)."
"2462","04/07/2018","Los Angeles, Calif.",NA,"3","top","4-1","Stanford","UCLA","Hoerner,N tripled to center field (0-0)."
"2463","04/07/2018","Los Angeles, Calif.",NA,"3","top","6-1","Stanford","UCLA","Daschbach homered to center field, 2 RBI (0-1 S) Hoerner,N scored."
"2464","04/07/2018","Los Angeles, Calif.",NA,"3","top","6-1","Stanford","UCLA","Stowers,K grounded out to 2b (2-2 BKBF)."
"2465","04/07/2018","Los Angeles, Calif.",NA,"3","top","6-1","Stanford","UCLA","Molfetta,C walked (3-1 BSBBB)."
"2466","04/07/2018","Los Angeles, Calif.",NA,"3","top","6-1","Stanford","UCLA","Molfetta,C stole second."
"2467","04/07/2018","Los Angeles, Calif.",NA,"3","top","7-1","Stanford","UCLA","Brueser, N. doubled down the lf line, RBI (2-0 BB) Molfetta,C scored."
"2468","04/07/2018","Los Angeles, Calif.",NA,"3","top","7-1","Stanford","UCLA","Scheidler to p for Pettway."
"2469","04/07/2018","Los Angeles, Calif.",NA,"3","top","7-1","Stanford","UCLA","Kuet,J singled to center field (1-0 B) Brueser, N. advanced to third."
"2470","04/07/2018","Los Angeles, Calif.",NA,"3","top","7-1","Stanford","UCLA","Branton,B fouled out to 1b (2-2 BKBKF)."
"2471","04/07/2018","Los Angeles, Calif.",NA,"3","top","8-1","Stanford","UCLA","Tawa, T. singled through the left side, RBI (3-1 BBBK) Kuet,J advanced to second Brueser, N. scored."
"2472","04/07/2018","Los Angeles, Calif.",NA,"3","top","8-1","Stanford","UCLA","Handley, M. grounded out to 2b (0-1 F)."
"2473","04/07/2018","Los Angeles, Calif.",NA,"3","bot","8-1","UCLA","Stanford","Kreidler flied out to rf (1-0 B)."
"2474","04/07/2018","Los Angeles, Calif.",NA,"3","bot","8-1","UCLA","Stanford","McInerny grounded out to ss (3-2 BBSFFB)."
"2475","04/07/2018","Los Angeles, Calif.",NA,"3","bot","8-1","UCLA","Stanford","Ydens struck out swinging, out at first c to 1b (2-2 KKBBFS)."
"2476","04/07/2018","Los Angeles, Calif.",NA,"4","top","8-1","Stanford","UCLA","Hoerner,N out at first p to 3b to 1b (3-2 KKBFBB)."
"2477","04/07/2018","Los Angeles, Calif.",NA,"4","top","8-1","Stanford","UCLA","Daschbach grounded out to 3b (2-1 BKB)."
"2478","04/07/2018","Los Angeles, Calif.",NA,"4","top","8-1","Stanford","UCLA","Stowers,K doubled to center field, advanced to third on a throwing error by cf (3-2 KBBSB)."
"2479","04/07/2018","Los Angeles, Calif.",NA,"4","top","9-1","Stanford","UCLA","Molfetta,C doubled to right field, RBI (0-1 K) Stowers,K scored."
"2480","04/07/2018","Los Angeles, Calif.",NA,"4","top","9-1","Stanford","UCLA","Brueser, N. grounded out to 3b (2-2 SSBB)."
"2481","04/07/2018","Los Angeles, Calif.",NA,"4","bot","9-1","UCLA","Stanford","Kendall singled to right field, advanced to second on a fielding error by rf (0-1 K)."
"2482","04/07/2018","Los Angeles, Calif.",NA,"4","bot","9-1","UCLA","Stanford","Strumpf singled to shortstop (0-2 SK)."
"2483","04/07/2018","Los Angeles, Calif.",NA,"4","bot","9-1","UCLA","Stanford","Stronach flied out to lf (2-2 FBBS)."
"2484","04/07/2018","Los Angeles, Calif.",NA,"4","bot","9-3","UCLA","Stanford","Toglia doubled down the lf line, 2 RBI (2-2 BBSK) Strumpf scored Kendall scored."
"2485","04/07/2018","Los Angeles, Calif.",NA,"4","bot","9-3","UCLA","Stanford","Pries hit by pitch (1-1 BS)."
"2486","04/07/2018","Los Angeles, Calif.",NA,"4","bot","9-3","UCLA","Stanford","Mitchell struck out looking (3-2 BBKKBK)."
"2487","04/07/2018","Los Angeles, Calif.",NA,"4","bot","9-3","UCLA","Stanford","Pries advanced to second Toglia advanced to third on a wild pitch."
"2488","04/07/2018","Los Angeles, Calif.",NA,"4","bot","9-3","UCLA","Stanford","Kreidler flied out to lf (2-2 KBBKFF)."
"2489","04/07/2018","Los Angeles, Calif.",NA,"5","top","9-3","Stanford","UCLA","Kuet,J flied out to lf (1-0 B)."
"2490","04/07/2018","Los Angeles, Calif.",NA,"5","top","9-3","Stanford","UCLA","Branton,B grounded out to 2b (0-0)."
"2491","04/07/2018","Los Angeles, Calif.",NA,"5","top","9-3","Stanford","UCLA","Tawa, T. singled to left field (0-1 K)."
"2492","04/07/2018","Los Angeles, Calif.",NA,"5","top","9-3","Stanford","UCLA","Tawa, T. stole second, advanced to third on a throwing error by 1b."
"2493","04/07/2018","Los Angeles, Calif.",NA,"5","top","10-3","Stanford","UCLA","Handley, M. singled to left field, RBI (1-1 KB) Tawa, T. scored."
"2494","04/07/2018","Los Angeles, Calif.",NA,"5","top","10-3","Stanford","UCLA","Hoerner,N walked (3-2 BFBBFFB) Handley, M. advanced to second."
"2495","04/07/2018","Los Angeles, Calif.",NA,"5","top","13-3","Stanford","UCLA","Daschbach homered to left field, 3 RBI (0-0) Hoerner,N scored Handley, M. scored."
"2496","04/07/2018","Los Angeles, Calif.",NA,"5","top","13-3","Stanford","UCLA","Stowers,K grounded out to ss (0-0)."
"2497","04/07/2018","Los Angeles, Calif.",NA,"5","bot","13-3","UCLA","Stanford","McInerny hit by pitch (3-2 KBFBFB)."
"2498","04/07/2018","Los Angeles, Calif.",NA,"5","bot","13-3","UCLA","Stanford","Ydens singled to left field (3-2 BSBBK) McInerny advanced to second."
"2499","04/07/2018","Los Angeles, Calif.",NA,"5","bot","13-3","UCLA","Stanford","Weiermiller to p for Bubic, K.."
"2500","04/07/2018","Los Angeles, Calif.",NA,"5","bot","13-3","UCLA","Stanford","Kendall flied out to rf (2-2 BFKB) Ydens advanced to second McInerny advanced to third."
"2501","04/07/2018","Los Angeles, Calif.",NA,"5","bot","13-4","UCLA","Stanford","Strumpf singled to right field, RBI (2-2 BKFBF) Ydens advanced to third McInerny scored."
"2502","04/07/2018","Los Angeles, Calif.",NA,"5","bot","13-4","UCLA","Stanford","Stronach hit by pitch (2-1 FBB) Strumpf advanced to second."
"2503","04/07/2018","Los Angeles, Calif.",NA,"5","bot","13-5","UCLA","Stanford","Toglia reached on a fielding error by 3b, RBI (3-2 BKBKFB) Stronach advanced to second Strumpf advanced to third Ydens scored."
"2504","04/07/2018","Los Angeles, Calif.",NA,"5","bot","13-6","UCLA","Stanford","Pries lined out to cf, SF, RBI (1-2 KBK) Stronach advanced to third Strumpf scored, unearned."
"2505","04/07/2018","Los Angeles, Calif.",NA,"5","bot","13-6","UCLA","Stanford","Mitchell flied out to rf (0-0)."
"2506","04/07/2018","Los Angeles, Calif.",NA,"6","top","13-6","Stanford","UCLA","Mora to p for Scheidler."
"2507","04/07/2018","Los Angeles, Calif.",NA,"6","top","13-6","Stanford","UCLA","Molfetta,C flied out to cf (1-2 KFB)."
"2508","04/07/2018","Los Angeles, Calif.",NA,"6","top","13-6","Stanford","UCLA","Brueser, N. singled through the left side (0-0)."
"2509","04/07/2018","Los Angeles, Calif.",NA,"6","top","13-6","Stanford","UCLA","Kuet,J grounded out to ss (0-1 K) Brueser, N. advanced to second."
"2510","04/07/2018","Los Angeles, Calif.",NA,"6","top","13-6","Stanford","UCLA","Branton,B grounded out to 2b (0-0)."
"2511","04/07/2018","Los Angeles, Calif.",NA,"6","bot","13-6","UCLA","Stanford","Bakst,Dan to p for Weiermiller."
"2512","04/07/2018","Los Angeles, Calif.",NA,"6","bot","13-6","UCLA","Stanford","Kreidler struck out swinging (3-2 BKBSFBS)."
"2513","04/07/2018","Los Angeles, Calif.",NA,"6","bot","13-6","UCLA","Stanford","Silva pinch hit for McInerny."
"2514","04/07/2018","Los Angeles, Calif.",NA,"6","bot","13-6","UCLA","Stanford","Silva flied out to cf (0-2 SFF)."
"2515","04/07/2018","Los Angeles, Calif.",NA,"6","bot","13-6","UCLA","Stanford","Ydens popped up to ss (1-2 BSK)."
"2516","04/07/2018","Los Angeles, Calif.",NA,"7","top","13-6","Stanford","UCLA","Haselman to c for Silva."
"2517","04/07/2018","Los Angeles, Calif.",NA,"7","top","13-6","Stanford","UCLA","Tawa, T. grounded out to 3b (0-0)."
"2518","04/07/2018","Los Angeles, Calif.",NA,"7","top","13-6","Stanford","UCLA","Handley, M. struck out swinging (3-2 KBBKFBS)."
"2519","04/07/2018","Los Angeles, Calif.",NA,"7","top","13-6","Stanford","UCLA","Hoerner,N grounded out to ss (3-2 BBKBK)."
"2520","04/07/2018","Los Angeles, Calif.",NA,"7","bot","13-6","UCLA","Stanford","Kendall lined out to rf (1-0 B)."
"2521","04/07/2018","Los Angeles, Calif.",NA,"7","bot","13-6","UCLA","Stanford","Strumpf hit by pitch (0-2 KF)."
"2522","04/07/2018","Los Angeles, Calif.",NA,"7","bot","13-6","UCLA","Stanford","Stronach flied out to lf (1-2 FBFFFF)."
"2523","04/07/2018","Los Angeles, Calif.",NA,"7","bot","13-6","UCLA","Stanford","Toglia flied out to lf (1-0 B)."
"2524","04/07/2018","Los Angeles, Calif.",NA,"8","top","13-6","Stanford","UCLA","Daschbach hit by pitch (1-0 B)."
"2525","04/07/2018","Los Angeles, Calif.",NA,"8","top","13-6","Stanford","UCLA","Stowers,K grounded out to 2b (3-2 BBFKFB) Daschbach advanced to second."
"2526","04/07/2018","Los Angeles, Calif.",NA,"8","top","13-6","Stanford","UCLA","Molfetta,C popped up to ss (1-2 KFB)."
"2527","04/07/2018","Los Angeles, Calif.",NA,"8","top","13-6","Stanford","UCLA","Brueser, N. struck out swinging (3-2 BKBKBS)."
"2528","04/07/2018","Los Angeles, Calif.",NA,"8","bot","13-6","UCLA","Stanford","Pries popped up to ss (1-2 KBS)."
"2529","04/07/2018","Los Angeles, Calif.",NA,"8","bot","13-6","UCLA","Stanford","Mitchell fouled out to lf (3-2 BSSBBF)."
"2530","04/07/2018","Los Angeles, Calif.",NA,"8","bot","13-6","UCLA","Stanford","Kreidler grounded out to p (3-2 BBKBF)."
"2531","04/07/2018","Los Angeles, Calif.",NA,"9","top","13-6","Stanford","UCLA","Kuet,J flied out to lf (0-0)."
"2532","04/07/2018","Los Angeles, Calif.",NA,"9","top","13-6","Stanford","UCLA","Branton,B grounded out to 3b (3-2 KKBBBF)."
"2533","04/07/2018","Los Angeles, Calif.",NA,"9","top","13-6","Stanford","UCLA","Tawa, T. struck out swinging (0-2 FFS)."
"2534","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-6","UCLA","Stanford","Cuellar pinch hit for Haselman."
"2535","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-6","UCLA","Stanford","Cuellar singled up the middle (2-2 BBFF)."
"2536","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-6","UCLA","Stanford","Grech, Z. to p for Bakst,Dan."
"2537","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-6","UCLA","Stanford","Wilson, A. to rf for Daschbach."
"2538","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-6","UCLA","Stanford","Stowers,K to lf."
"2539","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-6","UCLA","Stanford","Ydens singled through the left side (1-0 B) Cuellar advanced to second."
"2540","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-6","UCLA","Stanford","Kendall reached on a fielders choice to second base (1-1 BS) Ydens out at second 2b to ss Cuellar advanced to third."
"2541","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-9","UCLA","Stanford","Strumpf homered to left field, 3 RBI (1-2 KBS) Kendall scored Cuellar scored."
"2542","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-9","UCLA","Stanford","Stronach singled to right field (0-0)."
"2543","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-11","UCLA","Stanford","Toglia homered to right center, 2 RBI (1-2 KFB) Stronach scored."
"2544","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-11","UCLA","Stanford","Little, J. to p for Grech, Z.."
"2545","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-11","UCLA","Stanford","Pries flied out to cf (0-1 K)."
"2546","04/07/2018","Los Angeles, Calif.",NA,"9","bot","13-11","UCLA","Stanford","Mitchell flied out to lf (0-0)."
"2547","04/08/2018","Los Angeles, Calif.",NA,"1","top","0-0","Stanford","UCLA","Tawa, T. struck out swinging (1-2 SSBS)."
"2548","04/08/2018","Los Angeles, Calif.",NA,"1","top","0-0","Stanford","UCLA","Handley, M. struck out swinging (1-2 KFBS)."
"2549","04/08/2018","Los Angeles, Calif.",NA,"1","top","0-0","Stanford","UCLA","Hoerner,N reached on a throwing error by 3b (3-2 KKBBBF)."
"2550","04/08/2018","Los Angeles, Calif.",NA,"1","top","2-0","Stanford","UCLA","Daschbach homered to left field, 2 RBI, unearned (3-1 BBBF) Hoerner,N scored, unearned."
"2551","04/08/2018","Los Angeles, Calif.",NA,"1","top","2-0","Stanford","UCLA","Stowers,K grounded out to ss (1-1 BF)."
"2552","04/08/2018","Los Angeles, Calif.",NA,"1","bot","2-0","UCLA","Stanford","Ydens struck out swinging (2-2 BSFBS)."
"2553","04/08/2018","Los Angeles, Calif.",NA,"1","bot","2-0","UCLA","Stanford","Kendall popped up to 2b (0-0)."
"2554","04/08/2018","Los Angeles, Calif.",NA,"1","bot","2-1","UCLA","Stanford","Strumpf homered to left field, RBI (3-2 KBFBFFB)."
"2555","04/08/2018","Los Angeles, Calif.",NA,"1","bot","2-1","UCLA","Stanford","Stronach struck out looking (1-2 BKFK)."
"2556","04/08/2018","Los Angeles, Calif.",NA,"2","top","2-1","Stanford","UCLA","Molfetta,C walked (3-2 KKBBBFB)."
"2557","04/08/2018","Los Angeles, Calif.",NA,"2","top","2-1","Stanford","UCLA","Brueser, N. struck out swinging (1-2 FBSS)."
"2558","04/08/2018","Los Angeles, Calif.",NA,"2","top","2-1","Stanford","UCLA","Beck, B. flied out to lf (1-0 B)."
"2559","04/08/2018","Los Angeles, Calif.",NA,"2","top","2-1","Stanford","UCLA","Branton,B singled to right center (1-0 B) Molfetta,C advanced to third."
"2560","04/08/2018","Los Angeles, Calif.",NA,"2","top","2-1","Stanford","UCLA","Branton,B out at first p to 1b, picked off."
"2561","04/08/2018","Los Angeles, Calif.",NA,"2","bot","2-1","UCLA","Stanford","Toglia grounded out to ss (2-2 BKKB)."
"2562","04/08/2018","Los Angeles, Calif.",NA,"2","bot","2-1","UCLA","Stanford","Pries walked (3-2 BFKBFFBFB)."
